Record Number,mbfc__Custom_Title__c,ADPDX_Archdiocesan_Assignment__c,Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,Account_Ext_Id,mbfc__Person__r,mbfc__Context__r,mbfc__Use_Custom_Title__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
1725,Administrative Assistant,,,,2023-01-01,School_38,{'Adpdx_Migration_Id__c': '2237'},{'Adpdx_Migration_Id__c': 'School_38'},True,1725,49
1724,Principal,,,,,School_38,{'Adpdx_Migration_Id__c': '2236'},{'Adpdx_Migration_Id__c': 'School_38'},True,1724,49
1723,Pastor,True,,2014-07-01,2023-06-30,School_38,{'Adpdx_Migration_Id__c': '823'},{'Adpdx_Migration_Id__c': 'School_38'},True,1723,49
1722,Business Manager,,,,,Church_125,{'Adpdx_Migration_Id__c': '2235'},{'Adpdx_Migration_Id__c': 'Church_125'},True,1722,49
1721,Sacristan/Liturgy Coordinator,,,,,Church_125,{'Adpdx_Migration_Id__c': '2234'},{'Adpdx_Migration_Id__c': 'Church_125'},True,1721,49
1720,Faith Formation/Youth and Young Adult Ministry,,,,2023-01-01,Church_125,{'Adpdx_Migration_Id__c': '2233'},{'Adpdx_Migration_Id__c': 'Church_125'},True,1720,49
1719,Music Director,,,,,Church_125,{'Adpdx_Migration_Id__c': '2232'},{'Adpdx_Migration_Id__c': 'Church_125'},True,1719,49
1718,Principal,,,,,School_39,{'Adpdx_Migration_Id__c': '2231'},{'Adpdx_Migration_Id__c': 'School_39'},True,1718,49
1717,Youth Ministry Coordinator (Middle/High School),,,,2023-01-01,Church_124,{'Adpdx_Migration_Id__c': '2230'},{'Adpdx_Migration_Id__c': 'Church_124'},True,1717,49
1716,Parish Secretary,,,,,Church_124,{'Adpdx_Migration_Id__c': '2229'},{'Adpdx_Migration_Id__c': 'Church_124'},True,1716,49
1715,Music Coordinator,,,,,Church_124,{'Adpdx_Migration_Id__c': '2228'},{'Adpdx_Migration_Id__c': 'Church_124'},True,1715,49
1714,Liturgy & Spiritual Outreach Coordinator,,,,1900-01-01,Church_124,{'Adpdx_Migration_Id__c': '523'},{'Adpdx_Migration_Id__c': 'Church_124'},True,1714,49
1713,Principal,,,,,School_40,{'Adpdx_Migration_Id__c': '2227'},{'Adpdx_Migration_Id__c': 'School_40'},True,1713,49
1712,Secretary,,,,2023-01-01,School_31,{'Adpdx_Migration_Id__c': '2226'},{'Adpdx_Migration_Id__c': 'School_31'},True,1712,49
1710,School Accountant,,,,2023-01-01,School_31,{'Adpdx_Migration_Id__c': '2221'},{'Adpdx_Migration_Id__c': 'School_31'},True,1710,49
1709,Principal,,,,,School_31,{'Adpdx_Migration_Id__c': '2225'},{'Adpdx_Migration_Id__c': 'School_31'},True,1709,49
1708,Youth Coordinator,,,,1900-01-01,Church_120,{'Adpdx_Migration_Id__c': '2224'},{'Adpdx_Migration_Id__c': 'Church_120'},True,1708,49
1707,Parish Secretary,,,,,Church_118,{'Adpdx_Migration_Id__c': '2223'},{'Adpdx_Migration_Id__c': 'Church_118'},True,1707,49
1706,Bookkeeper,,,,,Church_17,{'Adpdx_Migration_Id__c': '2222'},{'Adpdx_Migration_Id__c': 'Church_17'},True,1706,49
1705,Bookkeeper,,,,,Church_115,{'Adpdx_Migration_Id__c': '2222'},{'Adpdx_Migration_Id__c': 'Church_115'},True,1705,49
1703,Business Manager,,,,2023-01-01,Church_73,{'Adpdx_Migration_Id__c': '2221'},{'Adpdx_Migration_Id__c': 'Church_73'},True,1703,49
1702,Business Manager,,,,2023-01-01,Church_71,{'Adpdx_Migration_Id__c': '2220'},{'Adpdx_Migration_Id__c': 'Church_71'},True,1702,49
1701,Office Manager,,,,,Church_71,{'Adpdx_Migration_Id__c': '2218'},{'Adpdx_Migration_Id__c': 'Church_71'},True,1701,49
1700,Office Assistant,,,,2023-01-01,Church_68,{'Adpdx_Migration_Id__c': '2217'},{'Adpdx_Migration_Id__c': 'Church_68'},True,1700,49
1698,Parish Coordinator,,,,,Church_65,{'Adpdx_Migration_Id__c': '363'},{'Adpdx_Migration_Id__c': 'Church_65'},True,1698,49
1697,Pastor,True,,2020-12-27,,Church_65,{'Adpdx_Migration_Id__c': '395'},{'Adpdx_Migration_Id__c': 'Church_65'},True,1697,49
1696,Financial Services,,,,2023-01-01,Church_63,{'Adpdx_Migration_Id__c': '2216'},{'Adpdx_Migration_Id__c': 'Church_63'},True,1696,49
1695,Administrative Assistant,,,,,Church_63,{'Adpdx_Migration_Id__c': '2215'},{'Adpdx_Migration_Id__c': 'Church_63'},True,1695,49
1694,"Pastoral Assistant, Formation",,,,,Church_63,{'Adpdx_Migration_Id__c': '2214'},{'Adpdx_Migration_Id__c': 'Church_63'},True,1694,49
1693,Music Director,,,,,Church_62,{'Adpdx_Migration_Id__c': '2213'},{'Adpdx_Migration_Id__c': 'Church_62'},True,1693,49
1692,Business Manager,,,,1900-01-01,Church_62,{'Adpdx_Migration_Id__c': '1895'},{'Adpdx_Migration_Id__c': 'Church_62'},True,1692,49
1691,In Residence,True,,,2023-06-30,Church_62,{'Adpdx_Migration_Id__c': '782'},{'Adpdx_Migration_Id__c': 'Church_62'},True,1691,49
1690,Coordinator of Youth Evangelization,,,,2023-01-01,Church_61,{'Adpdx_Migration_Id__c': '2212'},{'Adpdx_Migration_Id__c': 'Church_61'},True,1690,49
1689,Pastoral Assistant,,,,2023-05-31,Church_61,{'Adpdx_Migration_Id__c': '2211'},{'Adpdx_Migration_Id__c': 'Church_61'},True,1689,49
1688,Receptionist/Secretary,,,,,School_28,{'Adpdx_Migration_Id__c': '2210'},{'Adpdx_Migration_Id__c': 'School_28'},True,1688,49
1687,Principal,,,,2023-08-01,School_28,{'Adpdx_Migration_Id__c': '2209'},{'Adpdx_Migration_Id__c': 'School_28'},True,1687,49
1686,Parochial Vicar,True,,2018-07-01,2023-07-07,Church_49,{'Adpdx_Migration_Id__c': '771'},{'Adpdx_Migration_Id__c': 'Church_49'},True,1686,49
1685,Hispanic Ministry,,,,,Church_59,{'Adpdx_Migration_Id__c': '2208'},{'Adpdx_Migration_Id__c': 'Church_59'},True,1685,49
1684,Music Ministry,,,,1900-01-01,Church_59,{'Adpdx_Migration_Id__c': '2207'},{'Adpdx_Migration_Id__c': 'Church_59'},True,1684,49
1683,Office Assistant,,,,,School_26,{'Adpdx_Migration_Id__c': '2206'},{'Adpdx_Migration_Id__c': 'School_26'},True,1683,49
1682,Vice Principal,,,,,School_26,{'Adpdx_Migration_Id__c': '2205'},{'Adpdx_Migration_Id__c': 'School_26'},True,1682,49
1680,Principal,,,,,School_26,{'Adpdx_Migration_Id__c': '2204'},{'Adpdx_Migration_Id__c': 'School_26'},True,1680,49
1679,Administrative Assistant,,,,,Church_54,{'Adpdx_Migration_Id__c': '1971'},{'Adpdx_Migration_Id__c': 'Church_54'},True,1679,49
1678,Bookkeeper,,,,2023-01-01,Church_54,{'Adpdx_Migration_Id__c': '2203'},{'Adpdx_Migration_Id__c': 'Church_54'},True,1678,49
1677,Coordinator of Music and Liturgy,,,,,Church_54,{'Adpdx_Migration_Id__c': '2202'},{'Adpdx_Migration_Id__c': 'Church_54'},True,1677,49
1676,Business Manager,,,,,Church_54,{'Adpdx_Migration_Id__c': '2201'},{'Adpdx_Migration_Id__c': 'Church_54'},True,1676,49
1675,Information Technology,,,,,Church_53,{'Adpdx_Migration_Id__c': '2200'},{'Adpdx_Migration_Id__c': 'Church_53'},True,1675,49
1674,Music Coordinator,,,,,Church_53,{'Adpdx_Migration_Id__c': '2199'},{'Adpdx_Migration_Id__c': 'Church_53'},True,1674,49
1673,Development Coordinator,,,,1900-01-01,Church_46,{'Adpdx_Migration_Id__c': '2198'},{'Adpdx_Migration_Id__c': 'Church_46'},True,1673,49
1672,Cantor,,,,1900-01-01,Church_30,{'Adpdx_Migration_Id__c': '2197'},{'Adpdx_Migration_Id__c': 'Church_30'},True,1672,49
1671,Music Co-Director,,,,2023-01-01,Church_30,{'Adpdx_Migration_Id__c': '2196'},{'Adpdx_Migration_Id__c': 'Church_30'},True,1671,49
1670,Music Co-Director,,,,1900-01-01,Church_30,{'Adpdx_Migration_Id__c': '2195'},{'Adpdx_Migration_Id__c': 'Church_30'},True,1670,49
1669,Communications Director,,,,1900-01-01,Church_23,{'Adpdx_Migration_Id__c': '2194'},{'Adpdx_Migration_Id__c': 'Church_23'},True,1669,49
1668,Administrative Assistant,,,,1900-01-01,Church_23,{'Adpdx_Migration_Id__c': '2193'},{'Adpdx_Migration_Id__c': 'Church_23'},True,1668,49
1667,Bookkeeper,,,,2023-01-01,Church_21,{'Adpdx_Migration_Id__c': '1679'},{'Adpdx_Migration_Id__c': 'Church_21'},True,1667,49
1666,Secretary,,,,,Church_21,{'Adpdx_Migration_Id__c': '2192'},{'Adpdx_Migration_Id__c': 'Church_21'},True,1666,49
1665,Business Manager,,,,,Church_19,{'Adpdx_Migration_Id__c': '2191'},{'Adpdx_Migration_Id__c': 'Church_19'},True,1665,49
1664,Receptionist/Administrative Assistant,,,,1900-01-01,Church_16,{'Adpdx_Migration_Id__c': '2190'},{'Adpdx_Migration_Id__c': 'Church_16'},True,1664,49
1663,Coordinator of Hispanic Ministry and Religious Education,,,,2023-01-01,Church_16,{'Adpdx_Migration_Id__c': '2189'},{'Adpdx_Migration_Id__c': 'Church_16'},True,1663,49
1662,Bookkeeper,,,,,Church_12,{'Adpdx_Migration_Id__c': '2188'},{'Adpdx_Migration_Id__c': 'Church_12'},True,1662,49
1661,Administrative Assistant,,,,1900-01-01,Church_12,{'Adpdx_Migration_Id__c': '2187'},{'Adpdx_Migration_Id__c': 'Church_12'},True,1661,49
1660,Music Ministry,,,,,Church_40,{'Adpdx_Migration_Id__c': '2186'},{'Adpdx_Migration_Id__c': 'Church_40'},True,1660,49
1659,Pastoral Assistant and DRE,,,,,Church_40,{'Adpdx_Migration_Id__c': '2125'},{'Adpdx_Migration_Id__c': 'Church_40'},True,1659,49
1658,Pastoral Assistant,,,,2021-12-01,Church_8,{'Adpdx_Migration_Id__c': '2185'},{'Adpdx_Migration_Id__c': 'Church_8'},True,1658,49
1657,Music Ministry,,,,,Church_5,{'Adpdx_Migration_Id__c': '2184'},{'Adpdx_Migration_Id__c': 'Church_5'},True,1657,49
1656,Coordinator of Religious Education,,,,2023-01-01,Church_5,{'Adpdx_Migration_Id__c': '2183'},{'Adpdx_Migration_Id__c': 'Church_5'},True,1656,49
1655,Finance and Administration Director,,,,,Church_1,{'Adpdx_Migration_Id__c': '2182'},{'Adpdx_Migration_Id__c': 'Church_1'},True,1655,49
1654,Music Director,,,,2023-01-01,Church_1,{'Adpdx_Migration_Id__c': '2181'},{'Adpdx_Migration_Id__c': 'Church_1'},True,1654,49
1653,Youth Ministry Coordinator,,,,1900-01-01,Church_1,{'Adpdx_Migration_Id__c': '2180'},{'Adpdx_Migration_Id__c': 'Church_1'},True,1653,49
1652,Organist,,,,,Church_101,{'Adpdx_Migration_Id__c': '2179'},{'Adpdx_Migration_Id__c': 'Church_101'},True,1652,49
1651,"Director, Sunday School",,,,1900-01-01,Church_101,{'Adpdx_Migration_Id__c': '2178'},{'Adpdx_Migration_Id__c': 'Church_101'},True,1651,49
1650,Neighborhood Liaison,,,,1900-01-01,Church_101,{'Adpdx_Migration_Id__c': '2177'},{'Adpdx_Migration_Id__c': 'Church_101'},True,1650,49
1649,Music Director,,,,2023-01-01,Church_64,{'Adpdx_Migration_Id__c': '2176'},{'Adpdx_Migration_Id__c': 'Church_64'},True,1649,49
1648,Director of Music,,,,2023-01-01,Church_52,{'Adpdx_Migration_Id__c': '2175'},{'Adpdx_Migration_Id__c': 'Church_52'},True,1648,49
1647,Youth and Confirmation Coordinator,,,,,Church_48,{'Adpdx_Migration_Id__c': '2174'},{'Adpdx_Migration_Id__c': 'Church_48'},True,1647,49
1646,Faith Formation Coordinator,,,,,Church_48,{'Adpdx_Migration_Id__c': '2173'},{'Adpdx_Migration_Id__c': 'Church_48'},True,1646,49
1645,Bookkeeper,,,,,Church_48,{'Adpdx_Migration_Id__c': '2172'},{'Adpdx_Migration_Id__c': 'Church_48'},True,1645,49
1644,Office Manager,,,,,Church_48,{'Adpdx_Migration_Id__c': '2171'},{'Adpdx_Migration_Id__c': 'Church_48'},True,1644,49
1643,Administrative Assistant/Registrar,,,,2023-01-01,School_25,{'Adpdx_Migration_Id__c': '2170'},{'Adpdx_Migration_Id__c': 'School_25'},True,1643,49
1642,Administrative Assistant,,,,1900-01-01,Church_46,{'Adpdx_Migration_Id__c': '2169'},{'Adpdx_Migration_Id__c': 'Church_46'},True,1642,49
1641,Accountant,,,,2023-01-01,Church_46,{'Adpdx_Migration_Id__c': '2168'},{'Adpdx_Migration_Id__c': 'Church_46'},True,1641,49
1640,Principal,,,,2023-08-01,School_25,{'Adpdx_Migration_Id__c': '2167'},{'Adpdx_Migration_Id__c': 'School_25'},True,1640,49
1639,Faith Formation Coordinator,,,,,Church_46,{'Adpdx_Migration_Id__c': '2166'},{'Adpdx_Migration_Id__c': 'Church_46'},True,1639,49
1638,Maintenance,,,,1900-01-01,Church_44,{'Adpdx_Migration_Id__c': '2165'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1638,49
1637,Music Ministry,,,,2023-01-01,Church_44,{'Adpdx_Migration_Id__c': '2164'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1637,49
1636,Youth Ministry,,,,1900-01-01,Church_44,{'Adpdx_Migration_Id__c': '2163'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1636,49
1635,Parish Secretary,,,,1900-01-01,Church_44,{'Adpdx_Migration_Id__c': '2162'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1635,49
1634,Bookkeeper,,,,2023-01-01,Church_44,{'Adpdx_Migration_Id__c': '2161'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1634,49
1633,Liturgy & Sacraments,,,,1900-01-01,Church_44,{'Adpdx_Migration_Id__c': '2160'},{'Adpdx_Migration_Id__c': 'Church_44'},True,1633,49
1632,Office Manager,,,,,School_24,{'Adpdx_Migration_Id__c': '2159'},{'Adpdx_Migration_Id__c': 'School_24'},True,1632,49
1631,Principal,,,,2023-08-01,School_24,{'Adpdx_Migration_Id__c': '2158'},{'Adpdx_Migration_Id__c': 'School_24'},True,1631,49
1630,Coordinator of Faith Formation,,,,1900-01-01,Church_42,{'Adpdx_Migration_Id__c': '2157'},{'Adpdx_Migration_Id__c': 'Church_42'},True,1630,49
1629,Coordinator of Music Ministry,,,,1900-01-01,Church_42,{'Adpdx_Migration_Id__c': '2156'},{'Adpdx_Migration_Id__c': 'Church_42'},True,1629,49
1628,Parish Manager,,,,,Church_42,{'Adpdx_Migration_Id__c': '2155'},{'Adpdx_Migration_Id__c': 'Church_42'},True,1628,49
1627,Communications/Media Services Specialist,,,,2022-10-11,Organization_1,{'Adpdx_Migration_Id__c': '2154'},{'Adpdx_Migration_Id__c': 'Organization_1'},True,1627,49
1626,Pastor,True,,2020-11-01,,Church_82,{'Adpdx_Migration_Id__c': '2066'},{'Adpdx_Migration_Id__c': 'Church_82'},True,1626,49
1625,Administrative Assistant,,,,2023-01-01,School_27,{'Adpdx_Migration_Id__c': '2153'},{'Adpdx_Migration_Id__c': 'School_27'},True,1625,49
1624,Principal,,,,2023-08-01,School_27,{'Adpdx_Migration_Id__c': '2152'},{'Adpdx_Migration_Id__c': 'School_27'},True,1624,49
1623,Pastor,True,,2016-07-01,2022-06-30,School_27,{'Adpdx_Migration_Id__c': '781'},{'Adpdx_Migration_Id__c': 'School_27'},True,1623,49
1622,In Residence,True,,2020-07-01,,Church_58,{'Adpdx_Migration_Id__c': '41'},{'Adpdx_Migration_Id__c': 'Church_58'},True,1622,49
1621,Administrative Assistant,,,,,School_23,{'Adpdx_Migration_Id__c': '2151'},{'Adpdx_Migration_Id__c': 'School_23'},True,1621,49
1619,Principal,,,,,School_23,{'Adpdx_Migration_Id__c': '2150'},{'Adpdx_Migration_Id__c': 'School_23'},True,1619,49
1618,Bookkeeper,,,,,School_22,{'Adpdx_Migration_Id__c': '1983'},{'Adpdx_Migration_Id__c': 'School_22'},True,1618,49
1617,Pastor,True,,2007-07-02,2022-06-30,School_6,{'Adpdx_Migration_Id__c': '602'},{'Adpdx_Migration_Id__c': 'School_6'},True,1617,49
1616,Pastor,True,,2014-07-01,2022-06-30,School_2,{'Adpdx_Migration_Id__c': '597'},{'Adpdx_Migration_Id__c': 'School_2'},True,1616,49
1615,Principal,,,,,School_22,{'Adpdx_Migration_Id__c': '2149'},{'Adpdx_Migration_Id__c': 'School_22'},True,1615,49
1613,Pastor,,,2020-06-01,2022-05-31,Organization_2,{'Adpdx_Migration_Id__c': '2063'},{'Adpdx_Migration_Id__c': 'Organization_2'},True,1613,49
1612,Principal,,,,2023-08-01,School_21,{'Adpdx_Migration_Id__c': '2148'},{'Adpdx_Migration_Id__c': 'School_21'},True,1612,49
1610,Religious Ed Coordinator,,,,,Church_33,{'Adpdx_Migration_Id__c': '1956'},{'Adpdx_Migration_Id__c': 'Church_33'},True,1610,49
1609,Pastoral Musician,,,,,Church_33,{'Adpdx_Migration_Id__c': '2147'},{'Adpdx_Migration_Id__c': 'Church_33'},True,1609,49
1608,Secretary,,,,,School_20,{'Adpdx_Migration_Id__c': '2146'},{'Adpdx_Migration_Id__c': 'School_20'},True,1608,49
1607,Principal,,,,,School_20,{'Adpdx_Migration_Id__c': '2145'},{'Adpdx_Migration_Id__c': 'School_20'},True,1607,49
1606,Sacramental Registrar,,,,,Church_32,{'Adpdx_Migration_Id__c': '2144'},{'Adpdx_Migration_Id__c': 'Church_32'},True,1606,49
1605,Administrative Assistant,,,,,Church_32,{'Adpdx_Migration_Id__c': '2143'},{'Adpdx_Migration_Id__c': 'Church_32'},True,1605,49
1604,Organist,,,,,Church_32,{'Adpdx_Migration_Id__c': '2142'},{'Adpdx_Migration_Id__c': 'Church_32'},True,1604,49
1603,Director of Music,,,,,Church_32,{'Adpdx_Migration_Id__c': '2141'},{'Adpdx_Migration_Id__c': 'Church_32'},True,1603,49
1602,Director of Outreach Ministry,,,,,Church_32,{'Adpdx_Migration_Id__c': '2140'},{'Adpdx_Migration_Id__c': 'Church_32'},True,1602,49
1601,Hispanic Ministry Coordinator,,,,,Church_34,{'Adpdx_Migration_Id__c': '2139'},{'Adpdx_Migration_Id__c': 'Church_34'},True,1601,49
1600,Hispanic Ministry Coordinator,,,,2023-01-01,Church_31,{'Adpdx_Migration_Id__c': '2139'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1600,49
1599,Bookkeeper,,,,,Church_34,{'Adpdx_Migration_Id__c': '2138'},{'Adpdx_Migration_Id__c': 'Church_34'},True,1599,49
1598,Bookkeeper,,,,2023-01-01,Church_31,{'Adpdx_Migration_Id__c': '2138'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1598,49
1597,Administrative Assistant/Musician,,,,,Church_31,{'Adpdx_Migration_Id__c': '1700'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1597,49
1596,Bookkeeper,,,,1900-01-01,Church_34,{'Adpdx_Migration_Id__c': '2137'},{'Adpdx_Migration_Id__c': 'Church_34'},True,1596,49
1594,Bookkeeper,,,,1900-01-01,Church_31,{'Adpdx_Migration_Id__c': '2137'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1594,49
1593,Business Manager,,,,,Church_31,{'Adpdx_Migration_Id__c': '1699'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1593,49
1590,Assistant to DRE,,,,2020-01-01,Church_31,{'Adpdx_Migration_Id__c': '2136'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1590,49
1589,Director of SPARK Ministries,,,,2023-01-01,Church_31,{'Adpdx_Migration_Id__c': '1697'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1589,49
1587,Hispanic Ministry Coordinator,,,,2020-01-01,Church_31,{'Adpdx_Migration_Id__c': '2134'},{'Adpdx_Migration_Id__c': 'Church_31'},True,1587,49
1586,Business Manager,,,,2023-01-01,Church_23,{'Adpdx_Migration_Id__c': '2133'},{'Adpdx_Migration_Id__c': 'Church_23'},True,1586,49
1585,Hispanic Ministry,,,,1900-01-01,Church_23,{'Adpdx_Migration_Id__c': '2132'},{'Adpdx_Migration_Id__c': 'Church_23'},True,1585,49
1584,Bookkeeper,,,,,Church_20,{'Adpdx_Migration_Id__c': '2131'},{'Adpdx_Migration_Id__c': 'Church_20'},True,1584,49
1583,Hispanic Ministry,,,,1900-01-01,Church_19,{'Adpdx_Migration_Id__c': '2130'},{'Adpdx_Migration_Id__c': 'Church_19'},True,1583,49
1582,Bookkeeper,,,,,Church_14,{'Adpdx_Migration_Id__c': '2129'},{'Adpdx_Migration_Id__c': 'Church_14'},True,1582,49
1581,Coordinator of Liturgy and Sacristan,,,,,Church_40,{'Adpdx_Migration_Id__c': '2128'},{'Adpdx_Migration_Id__c': 'Church_40'},True,1581,49
1580,Office Assistant,,,,,Church_40,{'Adpdx_Migration_Id__c': '2127'},{'Adpdx_Migration_Id__c': 'Church_40'},True,1580,49
1579,Parish Secretary,,,,1900-01-01,Church_12,{'Adpdx_Migration_Id__c': '2126'},{'Adpdx_Migration_Id__c': 'Church_12'},True,1579,49
1578,Parish Assistant,,,,,Church_12,{'Adpdx_Migration_Id__c': '2125'},{'Adpdx_Migration_Id__c': 'Church_12'},True,1578,49
1577,Registrar,,,,,School_2,{'Adpdx_Migration_Id__c': '2124'},{'Adpdx_Migration_Id__c': 'School_2'},True,1577,49
1575,Principal,,,,,School_2,{'Adpdx_Migration_Id__c': '2123'},{'Adpdx_Migration_Id__c': 'School_2'},True,1575,49
1574,Maintenance Lead,,,,1900-01-01,Church_11,{'Adpdx_Migration_Id__c': '2122'},{'Adpdx_Migration_Id__c': 'Church_11'},True,1574,49
1573,Principal,,,,,School_3,{'Adpdx_Migration_Id__c': '2121'},{'Adpdx_Migration_Id__c': 'School_3'},True,1573,49
1572,Principal,,,,,School_5,{'Adpdx_Migration_Id__c': '2120'},{'Adpdx_Migration_Id__c': 'School_5'},True,1572,49
1571,Administrative Assistant,,,,2023-01-01,School_6,{'Adpdx_Migration_Id__c': '2119'},{'Adpdx_Migration_Id__c': 'School_6'},True,1571,49
1570,Principal,,,,2023-08-01,School_6,{'Adpdx_Migration_Id__c': '2118'},{'Adpdx_Migration_Id__c': 'School_6'},True,1570,49
1569,Maintenance & Facilities Supervisor,,,,,Church_9,{'Adpdx_Migration_Id__c': '2117'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1569,49
1568,Pastoral Musician & Liturgy Accompanist,,,,,Church_9,{'Adpdx_Migration_Id__c': '2116'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1568,49
1567,Music Director,,,,,Church_9,{'Adpdx_Migration_Id__c': '2115'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1567,49
1566,Youth Ministry Coordinator,,,,2023-01-01,Church_9,{'Adpdx_Migration_Id__c': '2114'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1566,49
1565,Pastoral Apprentice,,,,2023-01-01,Church_9,{'Adpdx_Migration_Id__c': '2113'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1565,49
1564,Bookkeeper,,,,,Church_9,{'Adpdx_Migration_Id__c': '2112'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1564,49
1563,Director of Community Outreach,,,,1900-01-01,Church_9,{'Adpdx_Migration_Id__c': '2111'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1563,49
1562,Liturgy Assistant/Sacristan,,,,1900-01-01,Church_74,{'Adpdx_Migration_Id__c': '2108'},{'Adpdx_Migration_Id__c': 'Church_74'},True,1562,49
1561,Office Assistant/Bookkeeping,,,,2023-01-01,Church_74,{'Adpdx_Migration_Id__c': '2107'},{'Adpdx_Migration_Id__c': 'Church_74'},True,1561,49
1560,Office Assistant/Bookkeeping,,,,2023-01-01,Church_74,{'Adpdx_Migration_Id__c': '2106'},{'Adpdx_Migration_Id__c': 'Church_74'},True,1560,49
1559,Youth Coordinator,,,,1900-01-01,Church_8,{'Adpdx_Migration_Id__c': '2105'},{'Adpdx_Migration_Id__c': 'Church_8'},True,1559,49
1558,Elementary Faith Formation,,,,1900-01-01,Church_8,{'Adpdx_Migration_Id__c': '2104'},{'Adpdx_Migration_Id__c': 'Church_8'},True,1558,49
1557,Choir Director,,,,,Church_7,{'Adpdx_Migration_Id__c': '2103'},{'Adpdx_Migration_Id__c': 'Church_7'},True,1557,49
1556,Newman Center Coordinator,,,,1900-01-01,Organization_3,{'Adpdx_Migration_Id__c': '1635'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,1556,49
1555,Chaplain,True,,2020-07-01,,Organization_3,{'Adpdx_Migration_Id__c': '526'},{'Adpdx_Migration_Id__c': 'Organization_3'},True,1555,49
1554,Children’s Coordinator,,,,1900-01-01,Church_5,{'Adpdx_Migration_Id__c': '2102'},{'Adpdx_Migration_Id__c': 'Church_5'},True,1554,49
1552,Soup Kitchen Director,,,,,Church_1,{'Adpdx_Migration_Id__c': '2100'},{'Adpdx_Migration_Id__c': 'Church_1'},True,1552,49
1551,Director of Sacred Music,,,,,Church_101,{'Adpdx_Migration_Id__c': '2099'},{'Adpdx_Migration_Id__c': 'Church_101'},True,1551,49
1550,Assisting Deacon,True,,2020-10-19,2023-06-30,Church_9,{'Adpdx_Migration_Id__c': '165'},{'Adpdx_Migration_Id__c': 'Church_9'},True,1550,49
1549,Funeral Director and Cemetery Counselor,,,,,Organization_4,{'Adpdx_Migration_Id__c': '1523'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,1549,49
1548,Funeral Director and Cemetery Counselor,,,,,Organization_4,{'Adpdx_Migration_Id__c': '1501'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,1548,49
1547,Funeral Home Director,,,2017-02-07,2022-02-22,Organization_4,{'Adpdx_Migration_Id__c': '1500'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,1547,49
1545,Cemetery Counselor and Administrative Coordinator,,,,2021-05-15,Organization_4,{'Adpdx_Migration_Id__c': '2097'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,1545,49
1544,Chaplain,,,2020-09-28,,Organization_54,{'Adpdx_Migration_Id__c': '1104'},{'Adpdx_Migration_Id__c': 'Organization_54'},True,1544,49
1542,Provincial Superior,,,2016-06-01,2021-07-28,Religious_8,{'Adpdx_Migration_Id__c': '1511'},{'Adpdx_Migration_Id__c': 'Religious_8'},True,1542,49
1541,Pastor,True,,2001-07-02,2007-07-02,Church_153,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Church_153'},True,1541,49
1540,On Leave,,,1992-03-15,2001-07-02,Church_110,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Church_110'},True,1540,49
1539,In Residence,True,,1988-07-01,1992-03-15,Church_109,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Church_109'},True,1539,49
1538,Chaplain,,,1988-07-01,1992-03-15,Organization_4,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Organization_4'},True,1538,49
1537,Deaf Apostolate Village Enterprises (SAGE),True,,1988-07-01,1992-03-15,Organization_21,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,1537,49
1536,Director St. John Vianney Residence,True,,1986-11-05,1987-08-31,Organization_21,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Organization_21'},True,1536,49
1535,In Residence,True,,1984-08-01,1986-11-05,Church_105,{'Adpdx_Migration_Id__c': '601'},{'Adpdx_Migration_Id__c': 'Church_105'},True,1535,49
