mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
Custodian,False,,,2023-01-01,Any All,True,Custodian,001Ps00000l5CVBIA2,003Ps00000frlXlIAI,1925,156
Assistant Director of Religious Education,False,,,,Any All,True,Assistant Director of Religious Education,001Ps00000l5CVBIA2,003Ps00000frlY9IAI,1924,156
Facilities Manager/Cemetery Director,False,,,,Any All,True,Facilities Manager/Cemetery Director,001Ps00000l5CVBIA2,003Ps00000frjj5IAA,1923,156
Building Maintenance,False,,,,Any All,True,Building Maintenance,001Ps00000l5CV8IAM,003Ps00000frki9IAA,1922,156
Maintenance,False,,,,Any All,True,Maintenance,001Ps00000l5CV0IAM,003Ps00000frjmmIAA,1921,156
Liturgy Coordinator,False,,,1900-01-01,Any All,True,Liturgy Coordinator,001Ps00000l5CV0IAM,003Ps00000frjzzIAA,1920,156
Youth Coordinator,False,,,1900-01-01,Any All,True,Youth Coordinator,001Ps00000l5CV0IAM,003Ps00000frjGvIAI,1919,156
Religious Education Coordinator,False,,,2023-01-01,Any All,True,Religious Education Coordinator,001Ps00000l5CV0IAM,003Ps00000frjGwIAI,1918,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5CV0IAM,003Ps00000frknJIAQ,1917,156
Business Manager,False,,,2022-06-01,Any All,True,Business Manager,001Ps00000l5CV0IAM,003Ps00000frjhxIAA,1916,156
Facilities Supervisor,False,,,,Any All,True,Facilities Supervisor,001Ps00000l5CV4IAM,003Ps00000frlYBIAY,1915,156
Facilities Manager,False,,,2023-01-01,Any All,True,Facilities Manager,001Ps00000l5CUyIAM,003Ps00000frkj8IAA,1914,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5CUlIAM,003Ps00000frjylIAA,1909,156
Facilities Coordinator,False,,,1900-01-01,Any All,True,Facilities Coordinator,001Ps00000l5CUlIAM,003Ps00000frkXfIAI,1908,156
Physical Plant,False,,,2023-01-01,Any All,True,Physical Plant,001Ps00000l5CUjIAM,003Ps00000frkjQIAQ,1907,156
Facilities Manager,False,,,2024-11-11,Any All,True,Facilities Manager,001Ps00000l5CUhIAM,003Ps00000frkFuIAI,1906,156
Sacristan,False,,,,Any All,True,Sacristan,001Ps00000l5CUfIAM,003Ps00000frktDIAQ,1905,156
Maintenance,False,,,,Any All,True,Maintenance,001Ps00000l5CUdIAM,003Ps00000frjmmIAA,1903,156
Website Editor,False,,,2023-01-01,Any All,True,Website Editor,001Ps00000l5CTtIAM,003Ps00000frjwtIAA,1902,156
Facilities Manager,False,,,,Any All,True,Facilities Manager,001Ps00000l5CTtIAM,003Ps00000frkn2IAA,1901,156
Groundskeeper,False,,,,Any All,True,Groundskeeper,001Ps00000l5WNaIAM,003Ps00000frknIIAQ,1900,156
Hispanic Coordinator,True,,,,Any All,True,Hispanic Coordinator,001Ps00000l54hQIAQ,003Ps00000frkgDIAQ,1899,156
Care Ministries,False,,,,Any All,True,Care Ministries,001Ps00000l54hNIAQ,003Ps00000frkNbIAI,1898,156
Director of Music,False,,,1900-01-01,Any All,True,Director of Music,001Ps00000l54hNIAQ,003Ps00000frjlEIAQ,1897,156
Calvary Cemetery Manager,False,,,1900-01-01,Any All,True,Calvary Cemetery Manager,001Ps00000l54hNIAQ,003Ps00000frkNRIAY,1896,156
Custodian,False,,,2023-01-01,Any All,True,Custodian,001Ps00000l54hNIAQ,003Ps00000frjH0IAI,1895,156
Facilities Manager,False,,,,Any All,True,Facilities Manager,001Ps00000l54hNIAQ,003Ps00000frjlDIAQ,1894,156
Maintenance and Grounds,False,,,2023-01-01,Any All,True,Maintenance and Grounds,001Ps00000l54hJIAQ,003Ps00000frjOmIAI,1893,156
Director of IT,False,,,1900-01-01,Any All,True,Director of IT,001Ps00000l54hJIAQ,003Ps00000frkfiIAA,1892,156
Financial Manager,False,,,1900-01-01,Any All,True,Financial Manager,001Ps00000l54hJIAQ,003Ps00000frkfRIAQ,1891,156
Office Manager,False,,,2023-01-01,Any All,True,Office Manager,001Ps00000l5eDEIAY,003Ps00000frkO3IAI,1890,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDEIAY,003Ps00000frkWfIAI,1888,156
Advancement Director/IT Director,False,,,2023-01-01,Any All,True,Advancement Director/IT Director,001Ps00000l5eDEIAY,003Ps00000frkRWIAY,1887,156
Facilities Manager,False,,,2023-01-01,Any All,True,Facilities Manager,001Ps00000l54hCIAQ,003Ps00000frjxcIAA,1886,156
Facilities Manager,False,,,,Any All,True,Facilities Manager,001Ps00000l54hBIAQ,003Ps00000frjqTIAQ,1885,156
Facilities Manager,False,,,2023-01-01,Any All,True,Facilities Manager,001Ps00000l54hBIAQ,003Ps00000frkOMIAY,1884,156
Facilities Maintenance,False,,,2023-01-01,Any All,True,Facilities Maintenance,001Ps00000l54h4IAA,003Ps00000frjnVIAQ,1883,156
Assistant Custodian,False,,,,Any All,True,Assistant Custodian,001Ps00000l54grIAA,003Ps00000frjmbIAA,1882,156
Lead Custodian,False,,,,Any All,True,Lead Custodian,001Ps00000l54grIAA,003Ps00000frkCkIAI,1881,156
Custodial/Maintenance,False,,,,Any All,True,Custodial/Maintenance,001Ps00000l54gtIAA,003Ps00000frkgTIAQ,1880,156
Grounds Keeping/Maintenance,False,,,,Any All,True,Grounds Keeping/Maintenance,001Ps00000l54gqIAA,003Ps00000frjP1IAI,1878,156
Custodial/Maintenance,False,,,,Any All,True,Custodial/Maintenance,001Ps00000l54gqIAA,003Ps00000frkgTIAQ,1877,156
Grounds Keeping/Maintenance,False,,,,Any All,True,Grounds Keeping/Maintenance,001Ps00000l54gtIAA,003Ps00000frjz0IAA,1876,156
Custodian,False,,,,Any All,True,Custodian,001Ps00000l54gpIAA,003Ps00000frlWdIAI,1874,156
Maintenance & Landscaping,False,,,2024-12-10,Any All,True,Maintenance & Landscaping,001Ps00000l54giIAA,003Ps00000frjqcIAA,1873,156
Facilities Maintenance,False,,,1900-01-01,Any All,True,Facilities Maintenance,001Ps00000l54ghIAA,003Ps00000frkgCIAQ,1872,156
Janitor,False,,,2023-01-01,Any All,True,Janitor,001Ps00000l54gYIAQ,003Ps00000frlcxIAA,1871,156
Parish Maintenance Team,False,,,1900-01-01,Any All,True,Parish Maintenance Team,001Ps00000l54gYIAQ,003Ps00000frjjWIAQ,1870,156
Facility Custodian,False,,,,Any All,True,Facility Custodian,001Ps00000l54gPIAQ,003Ps00000frkhsIAA,1869,156
Soup Kitchen Security and Custodian,False,,,2023-01-01,Any All,True,Soup Kitchen Security and Custodian,001Ps00000l54gPIAQ,003Ps00000frjrGIAQ,1868,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDSIAY,003Ps00000frka0IAA,1867,156
Pastor,True,,2011-07-01,2022-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5eDSIAY,003Ps00000frld3IAA,1866,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eDRIAY,003Ps00000frko6IAA,1865,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDRIAY,003Ps00000frjjIIAQ,1864,156
Facilities Manager,False,,,2023-01-01,Any All,True,Facilities Manager,001Ps00000l5CUWIA2,003Ps00000frjieIAA,1862,156
Receptionist,False,,,1900-01-01,Any All,True,Receptionist,001Ps00000l5CUWIA2,003Ps00000frlYRIAY,1861,156
Faith Formation Director,False,,,,Any All,True,Faith Formation Director,001Ps00000l5CURIA2,003Ps00000frk7ZIAQ,1858,156
Bookkeeper,False,,,2021-08-02,Any All,True,Bookkeeper,001Ps00000l5CURIA2,003Ps00000frjoJIAQ,1857,156
Pastoral Administrator,False,,,2021-06-30,Any All,True,Pastoral Administrator,001Ps00000l5CURIA2,003Ps00000frkhtIAA,1856,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l5CUSIA2,003Ps00000frkCTIAY,1855,156
Ambassador for Mission & Legacy,False,,,2020-12-31,Any All,True,Ambassador for Mission & Legacy,001Ps00000l5CUSIA2,003Ps00000frjwUIAQ,1854,156
Secretary,False,,,,Any All,True,Secretary,001Ps00000l5eDTIAY,003Ps00000frjkIIAQ,1853,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDTIAY,003Ps00000frjjGIAQ,1852,156
Development Director,False,,,,Any All,True,Development Director,001Ps00000l5CUQIA2,003Ps00000frjsJIAQ,1850,156
Director of Music,False,,,2023-04-14,Any All,True,Director of Music,001Ps00000l5CUQIA2,003Ps00000frjwbIAA,1849,156
Facilities Supervisor,False,,,,Any All,True,Facilities Supervisor,001Ps00000l5CUQIA2,003Ps00000frjIOIAY,1848,156
Facilities Operations Technician,False,,,,Any All,True,Facilities Operations Technician,001Ps00000l5CUQIA2,003Ps00000frkfkIAA,1847,156
Liturgy Coordinator,False,,,,Any All,True,Liturgy Coordinator,001Ps00000l5CUQIA2,003Ps00000frjtgIAA,1846,156
Facilities,False,,,,Any All,True,Facilities,001Ps00000l5CUQIA2,003Ps00000frjx3IAA,1845,156
Front Desk,False,,,1900-01-01,Any All,True,Front Desk,001Ps00000l5CUQIA2,003Ps00000frkgUIAQ,1844,156
Office Manager/Bulletin Editor,False,,,1900-01-01,Any All,True,Office Manager/Bulletin Editor,001Ps00000l5CUPIA2,003Ps00000frjz1IAA,1843,156
Director of Faith Formation,False,,,1900-01-01,Any All,True,Director of Faith Formation,001Ps00000l5CUPIA2,003Ps00000frjl5IAA,1842,156
Youth/Liturgy Coordinator,False,,,1900-01-01,Any All,True,Youth/Liturgy Coordinator,001Ps00000l5CUOIA2,003Ps00000frjtDIAQ,1841,156
Music Coordinator,False,,,1900-01-01,Any All,True,Music Coordinator,001Ps00000l5CUMIA2,003Ps00000frjiMIAQ,1840,156
Faith Formation Coordinator,False,,,2024-12-07,Any All,True,Faith Formation Coordinator,001Ps00000l5CUMIA2,003Ps00000frlYfIAI,1839,156
Liturgy Coordinator,False,,,,Any All,True,Liturgy Coordinator,001Ps00000l5CUMIA2,003Ps00000frjznIAA,1838,156
Works of Mercy Coordinator,False,,,,Any All,True,Works of Mercy Coordinator,001Ps00000l5CUMIA2,003Ps00000frjm6IAA,1837,156
Administrative Assistant/Registrar,False,,,,Any All,True,Administrative Assistant/Registrar,001Ps00000l5eDQIAY,003Ps00000frlYEIAY,1836,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDQIAY,003Ps00000frldMIAQ,1835,156
Pastor,True,,2011-10-15,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5eDQIAY,003Ps00000frkNjIAI,1834,156
Facilities Support,False,,,,Any All,True,Facilities Support,001Ps00000l5CULIA2,003Ps00000frjixIAA,1833,156
Director of Music,False,,,,Any All,True,Director of Music,001Ps00000l5CULIA2,003Ps00000frjrBIAQ,1832,156
RCIA,False,,,2023-01-01,Any All,True,RCIA,001Ps00000l5CULIA2,003Ps00000frkO8IAI,1831,156
Bookkeeper,False,,,1900-01-01,Any All,True,Bookkeeper,001Ps00000l5CULIA2,003Ps00000frk7vIAA,1830,156
Maintenance and Facilities,False,,,2023-01-01,Any All,True,Maintenance and Facilities,001Ps00000l5CUJIA2,003Ps00000frkZzIAI,1829,156
Parish Coordinator of Music,False,,,,Any All,True,Parish Coordinator of Music,001Ps00000l5CUJIA2,003Ps00000frjvXIAQ,1828,156
Maintenance and Grounds,False,,,2023-01-01,Any All,True,Maintenance and Grounds,001Ps00000l5CUIIA2,003Ps00000frjSHIAY,1827,156
Music Director,False,,,1900-01-01,Any All,True,Music Director,001Ps00000l5CUIIA2,003Ps00000frjztIAA,1826,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5CUIIA2,003Ps00000frkasIAA,1825,156
CASE Trainer/Parent Partners,False,,,2024-06-30,Any All,True,CASE Trainer/Parent Partners,001Ps00000l5CTxIAM,003Ps00000frjOTIAY,1824,156
Learning Assistance Counselor,False,,,,Any All,True,Learning Assistance Counselor,001Ps00000l5eDfIAI,003Ps00000frldLIAQ,1823,156
Development Director,False,,,2023-01-01,Any All,True,Development Director,001Ps00000l5eDaIAI,003Ps00000frjmNIAQ,1822,156
Office Administrator,False,,,,Any All,True,Office Administrator,001Ps00000l5eDaIAI,003Ps00000frjOGIAY,1821,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDaIAI,003Ps00000frkRHIAY,1820,156
Pastor,False,,2019-08-01,2023-01-22,Pastoral Assignment,True,Pastor,001Ps00000l5CUGIA2,,1818,156
Secretary,False,,,,Any All,True,Secretary,001Ps00000l5eDZIAY,003Ps00000frkcyIAA,1817,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDZIAY,003Ps00000frlouIAA,1816,156
Pastor,True,,2012-07-02,2021-12-31,Pastoral Assignment,True,Pastor,001Ps00000l5eDZIAY,003Ps00000frkOAIAY,1815,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l5CUEIA2,003Ps00000frjkRIAQ,1814,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5eDYIAY,003Ps00000frjqdIAA,1813,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDYIAY,003Ps00000frjzqIAA,1812,156
Preschool Director,False,,,,Any All,True,Preschool Director,001Ps00000l5CUCIA2,003Ps00000frkf8IAA,1810,156
Communications,False,,,,Any All,True,Communications,001Ps00000l5CUBIA2,003Ps00000frkD1IAI,1809,156
Administrative Assistant,False,,,2024-06-17,Any All,True,Administrative Assistant,001Ps00000l5CU9IAM,003Ps00000frjmzIAA,1808,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5eDXIAY,003Ps00000frjvlIAA,1807,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDXIAY,003Ps00000frkIkIAI,1806,156
Director of Liturgy and Music,False,,,1900-01-01,Any All,True,Director of Liturgy and Music,001Ps00000l5CU8IAM,003Ps00000frki2IAA,1805,156
Community Center Director,False,,,,Any All,True,Community Center Director,001Ps00000l5CU8IAM,003Ps00000frk08IAA,1804,156
Business Administrator,False,,,2023-01-01,Any All,True,Business Administrator,001Ps00000l54gZIAQ,003Ps00000frknpIAA,1803,156
Parish Office Administrator,False,,,1900-01-01,Any All,True,Parish Office Administrator,001Ps00000l5CU7IAM,003Ps00000frkCuIAI,1802,156
Pastoral Associate,False,,,2023-01-01,Any All,True,Pastoral Associate,001Ps00000l5CU7IAM,003Ps00000frkiJIAQ,1801,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eDWIAY,003Ps00000frjw0IAA,1800,156
Principal,False,,,2023-01-01,Any All,True,Principal,001Ps00000l5eDWIAY,003Ps00000frknWIAQ,1799,156
Music Director,False,,,2024-05-22,Any All,True,Music Director,001Ps00000l5CU6IAM,003Ps00000frjwiIAA,1797,156
Pastor,True,,2020-12-27,,Pastoral Assignment,True,Pastor,001Ps00000l5CUnIAM,003Ps00000frkj6IAA,1796,156
Pastoral Care,False,,,1900-01-01,Any All,True,Pastoral Care,001Ps00000l5CU5IAM,003Ps00000frlXdIAI,1794,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l5CU5IAM,003Ps00000frkJ1IAI,1793,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l5CU4IAM,003Ps00000frjifIAA,1792,156
Finance,False,,,,Any All,True,Finance,001Ps00000l5CU4IAM,003Ps00000frkD7IAI,1791,156
Pastoral Assistant,False,,,2023-01-01,Any All,True,Pastoral Assistant,001Ps00000l5CU4IAM,003Ps00000frjx6IAA,1790,156
Volunteer Staff,False,,,2023-01-01,Any All,True,Volunteer Staff,001Ps00000l5CU1IAM,003Ps00000frji0IAA,1789,156
Director of Sacred Music,False,,,2023-01-01,Any All,True,Director of Sacred Music,001Ps00000l5CU0IAM,003Ps00000frjwGIAQ,1788,156
Office Manager,False,,,2023-01-01,Any All,True,Office Manager,001Ps00000l5eDVIAY,003Ps00000frk09IAA,1787,156
Principal,False,,2022-08-01,,Any All,True,Principal,001Ps00000l5eDVIAY,003Ps00000frkemIAA,1786,156
Pastor,True,,2018-07-01,2023-02-13,Pastoral Assignment,True,Pastor,001Ps00000l5eDVIAY,003Ps00000frlWtIAI,1785,156
Parish Secretary,False,,,,Any All,True,Parish Secretary,001Ps00000l5CTzIAM,003Ps00000frjOcIAI,1784,156
Music Ministry,False,,,2023-01-01,Any All,True,Music Ministry,001Ps00000l5CTzIAM,003Ps00000frkROIAY,1783,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eDUIAY,003Ps00000frjkSIAQ,1782,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDUIAY,003Ps00000frlcYIAQ,1781,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l5CTyIAM,003Ps00000frksCIAQ,1780,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l5CTyIAM,003Ps00000frkY5IAI,1779,156
Faith Formation Coordinator,False,,,2023-01-01,Any All,True,Faith Formation Coordinator,001Ps00000l5CTyIAM,003Ps00000frkGFIAY,1778,156
Principal,False,,,2023-06-30,Any All,True,Principal,001Ps00000l5eDIIAY,003Ps00000frknMIAQ,1776,156
Secretary,False,,,,Any All,True,Secretary,001Ps00000l5eDIIAY,003Ps00000frjK6IAI,1775,156
Development Director,False,,,2023-01-01,Any All,True,Development Director,001Ps00000l5eDIIAY,003Ps00000frkXDIAY,1773,156
Religious Education Director,False,,,,Any All,True,Religious Education Director,001Ps00000l5CU2IAM,003Ps00000frjtoIAA,1772,156
Pastoral Assistant,False,,,,Any All,True,Pastoral Assistant,001Ps00000l5CU2IAM,003Ps00000frjkvIAA,1771,156
Music Ministry & Liturgy,False,,,2023-01-01,Any All,True,Music Ministry & Liturgy,001Ps00000l5CTwIAM,003Ps00000frlowIAA,1770,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l5CTwIAM,003Ps00000frjyxIAA,1769,156
Principal,False,,,2023-06-30,Any All,True,Principal,001Ps00000l5eDHIAY,003Ps00000frlWhIAI,1768,156
Director of Finance,False,,,1900-01-01,Any All,True,Director of Finance,001Ps00000l5CTvIAM,003Ps00000frklbIAA,1766,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l5CVCIA2,003Ps00000frk7eIAA,1765,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDJIAY,003Ps00000frjP7IAI,1764,156
Religious Education Director,False,,,,Any All,True,Religious Education Director,001Ps00000l5CV7IAM,003Ps00000frkR0IAI,1763,156
Liturgy Coordinator,False,,,,Any All,True,Liturgy Coordinator,001Ps00000l5CV7IAM,003Ps00000frjnuIAA,1762,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l5CV7IAM,003Ps00000frjhZIAQ,1761,156
Liturgical Ministries Coordinator,False,,,2023-01-01,Any All,True,Liturgical Ministries Coordinator,001Ps00000l5CV5IAM,003Ps00000frkiGIAQ,1760,156
Preschool Director,False,,,2023-08-01,Any All,True,Preschool Director,001Ps00000l5CV4IAM,003Ps00000frkirIAA,1759,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l5CV4IAM,003Ps00000frkjPIAQ,1758,156
Children’s and Middle School Faith Formation Coordinator,False,,,1900-01-01,Any All,True,Children’s and Middle School Faith Formation Coordinator,001Ps00000l5CV4IAM,003Ps00000frkfGIAQ,1757,156
Liturgy & Word,False,,,1900-01-01,Any All,True,Liturgy & Word,001Ps00000l5CV3IAM,003Ps00000frjOUIAY,1756,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eDKIAY,003Ps00000frjt4IAA,1755,156
Vice Principal,False,,,,Any All,True,Vice Principal,001Ps00000l5eDKIAY,003Ps00000frkJQIAY,1753,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDKIAY,003Ps00000frjSGIAY,1751,156
Accounting Team,False,,,1900-01-01,Any All,True,Accounting Team,001Ps00000l5CV2IAM,003Ps00000frld7IAA,1750,156
Accounting Team,False,,,2024-12-12,Any All,True,Accounting Team,001Ps00000l5CV2IAM,003Ps00000frk7hIAA,1749,156
Assistant to the Pastor,False,,,,Any All,True,Assistant to the Pastor,001Ps00000l5CV2IAM,003Ps00000frllOIAQ,1748,156
Cemetery,False,,,,Any All,True,Cemetery,001Ps00000l5CV2IAM,003Ps00000frjzCIAQ,1746,156
Social Justice,False,,,,Any All,True,Social Justice,001Ps00000l5CV2IAM,003Ps00000frkisIAA,1745,156
Music Ministry,False,,,,Any All,True,Music Ministry,001Ps00000l5CV2IAM,003Ps00000frjhGIAQ,1744,156
Stewardship Coordinator,False,,,,Any All,True,Stewardship Coordinator,001Ps00000l5CUyIAM,003Ps00000frjSMIAY,1743,156
Abbot,False,,,,Any All,True,Abbot,001Ps00000l5eVWIAY,003Ps00000frjndIAA,1741,156
Rector and Student Master,False,,2020-09-11,2023-08-01,Any All,True,Rector and Student Master,001Ps00000l5eUzIAI,003Ps00000frklRIAQ,1740,156
Communications Coordinator,False,,,1900-01-01,Any All,True,Communications Coordinator,001Ps00000l5CUwIAM,003Ps00000frjuZIAQ,1739,156
Youth Minister,False,,,2023-01-01,Any All,True,Youth Minister,001Ps00000l5CUwIAM,003Ps00000frjnxIAA,1738,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l5eDLIAY,003Ps00000frkspIAA,1736,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDLIAY,003Ps00000frldaIAA,1735,156
Music Coordinator,False,,,2023-01-01,Any All,True,Music Coordinator,001Ps00000l5CUsIAM,003Ps00000frlY5IAI,1734,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5CUsIAM,003Ps00000frkYHIAY,1733,156
Social Action Coordinator,False,,,2023-01-01,Any All,True,Social Action Coordinator,001Ps00000l5CUsIAM,003Ps00000frkaWIAQ,1732,156
Principal,False,,,2021-11-14,Any All,True,Principal,001Ps00000l5eDMIAY,003Ps00000frldNIAQ,1731,156
Receptionist,False,,,,Any All,True,Receptionist,001Ps00000l5CUjIAM,003Ps00000frlXeIAI,1729,156
Pastoral Assistant,False,,,,Any All,True,Pastoral Assistant,001Ps00000l5CUjIAM,003Ps00000frlWlIAI,1728,156
Bookkeeper,False,,,1900-01-01,Any All,True,Bookkeeper,001Ps00000l5CUjIAM,003Ps00000frkZwIAI,1727,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l5eDNIAY,003Ps00000frknxIAA,1726,156
Administrative Assistant,False,,,2023-01-01,Any All,True,Administrative Assistant,001Ps00000l5eDNIAY,003Ps00000frkO7IAI,1725,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDNIAY,003Ps00000frjoAIAQ,1724,156
Pastor,True,,2014-07-01,2023-06-30,Pastoral Assignment,True,Pastor,001Ps00000l5eDNIAY,003Ps00000frkRaIAI,1723,156
Business Manager,False,,,,Any All,True,Business Manager,001Ps00000l5CUiIAM,003Ps00000frjwRIAQ,1722,156
Sacristan/Liturgy Coordinator,False,,,,Any All,True,Sacristan/Liturgy Coordinator,001Ps00000l5CUiIAM,003Ps00000frjrMIAQ,1721,156
Faith Formation/Youth and Young Adult Ministry,False,,,2023-01-01,Any All,True,Faith Formation/Youth and Young Adult Ministry,001Ps00000l5CUiIAM,003Ps00000frlneIAA,1720,156
Music Director,False,,,,Any All,True,Music Director,001Ps00000l5CUiIAM,003Ps00000frjhhIAA,1719,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDOIAY,003Ps00000frlWNIAY,1718,156
Youth Ministry Coordinator (Middle/High School),False,,,2023-01-01,Any All,True,Youth Ministry Coordinator (Middle/High School),001Ps00000l5CUhIAM,003Ps00000frkFeIAI,1717,156
Parish Secretary,False,,,,Any All,True,Parish Secretary,001Ps00000l5CUhIAM,003Ps00000frkNuIAI,1716,156
Music Coordinator,False,,,2024-11-11,Any All,True,Music Coordinator,001Ps00000l5CUhIAM,003Ps00000frloeIAA,1715,156
Liturgy & Spiritual Outreach Coordinator,False,,,1900-01-01,Any All,True,Liturgy & Spiritual Outreach Coordinator,001Ps00000l5CUhIAM,003Ps00000frjvRIAQ,1714,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDPIAY,003Ps00000frjnBIAQ,1713,156
Secretary,False,,,2023-01-01,Any All,True,Secretary,001Ps00000l5eDGIAY,003Ps00000frkGDIAY,1712,156
School Accountant,False,,,2023-01-01,Any All,True,School Accountant,001Ps00000l5eDGIAY,003Ps00000frjl4IAA,1710,156
Principal,False,,,,Any All,True,Principal,001Ps00000l5eDGIAY,003Ps00000frjzNIAQ,1709,156
Youth Coordinator,False,,,1900-01-01,Any All,True,Youth Coordinator,001Ps00000l5CUdIAM,003Ps00000frjGvIAI,1708,156
Parish Secretary,False,,,,Any All,True,Parish Secretary,001Ps00000l5CUbIAM,003Ps00000frkQjIAI,1707,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l54gdIAA,003Ps00000frk7lIAA,1706,156
Bookkeeper,False,,,,Any All,True,Bookkeeper,001Ps00000l5CUYIA2,003Ps00000frk7lIAA,1705,156
Business Manager,False,,,2023-01-01,Any All,True,Business Manager,001Ps00000l5CTtIAM,003Ps00000frjl4IAA,1703,156
Business Manager,False,,,2023-01-01,Any All,True,Business Manager,001Ps00000l5CTrIAM,003Ps00000frjwXIAQ,1702,156
Office Manager,False,,,,Any All,True,Office Manager,001Ps00000l5CTrIAM,003Ps00000frklEIAQ,1701,156
Office Assistant,False,,,2023-01-01,Any All,True,Office Assistant,001Ps00000l54hQIAQ,003Ps00000frjzXIAQ,1700,156
Parish Coordinator,False,,,,Any All,True,Parish Coordinator,001Ps00000l54hNIAQ,003Ps00000frkCKIAY,1698,156
Pastor,True,,2020-12-27,,Pastoral Assignment,True,Pastor,001Ps00000l54hNIAQ,003Ps00000frkj6IAA,1697,156
Financial Services,False,,,2023-01-01,Any All,True,Financial Services,001Ps00000l54hLIAQ,003Ps00000frjtuIAA,1696,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l54hLIAQ,003Ps00000frlcuIAA,1695,156
"Pastoral Assistant, Formation",False,,,,Any All,True,"Pastoral Assistant, Formation",001Ps00000l54hLIAQ,003Ps00000frjiUIAQ,1694,156
Music Director,False,,,2024-05-28,Any All,True,Music Director,001Ps00000l54hKIAQ,003Ps00000frjq3IAA,1693,156
Business Manager,False,,,1900-01-01,Any All,True,Business Manager,001Ps00000l54hKIAQ,003Ps00000frjz1IAA,1692,156
In Residence,True,,,2023-06-30,Any All,True,In Residence,001Ps00000l54hKIAQ,,1691,156
Coordinator of Youth Evangelization,False,,,2023-01-01,Any All,True,Coordinator of Youth Evangelization,001Ps00000l54hJIAQ,003Ps00000frk0TIAQ,1690,156
Pastoral Assistant,False,,,2023-05-31,Any All,True,Pastoral Assistant,001Ps00000l54hJIAQ,003Ps00000frjIgIAI,1689,156
Receptionist/Secretary,False,,,,Any All,True,Receptionist/Secretary,001Ps00000l5eDDIAY,003Ps00000frjj1IAA,1688,156
Principal,False,,,2023-08-01,Any All,True,Principal,001Ps00000l5eDDIAY,003Ps00000frjpMIAQ,1687,156
Parochial Vicar,True,,2018-07-01,2023-07-07,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h7IAA,003Ps00000frllBIAQ,1686,156
Hispanic Ministry,False,,,,Any All,True,Hispanic Ministry,001Ps00000l54hHIAQ,003Ps00000frkaEIAQ,1685,156
